Author,Institution,Country
"Jonecova, Zuzana",Pavol Jozef Safarik Univ,Slovakia
"Vesela, Jarmila",Pavol Jozef Safarik Univ,Slovakia
"Kruzliak, Peter",St Annes Univ Hosp,Czech Republic
"Pingorova, Stanislava",Pavol Jozef Safarik Univ,Slovakia
"Kubatka, Peter",Comenius Univ,Slovakia
"Mondrinos, Mark J.",Temple Univ,United States
"Zhang, Ting",Temple Univ,United States
"Sun, Shuang",Temple Univ,United States
"Kennedy, Paul A.",Temple Univ,United States
"King, Devon J.",Temple Univ,United States
"Wolfson, Marla R.",Temple Univ,United States
"Scalia, Rosario",Temple Univ,United States
"Kilpatric, Laurie E.",Temple Univ,United States
"Knight, Linda C.",Temple Univ,United States
"Nascimento Baez Garcia, Cristiane Sousa",Univ Fed Rio de Janeiro,Brazil
"Short, Kirsty R.",Erasmus MC,Netherlands
"Kroeze, Edwin J. B. Veldhuis",Erasmus MC,Netherlands
"Fouchier, Ron A. M.",Erasmus MC,Netherlands
"Kuiken, Thijs",Erasmus MC,Netherlands
"Uhlig, Stefan",Rhein Westfal TH Aachen,Germany
"Waade, Josephine",Rhein Westfal TH Aachen,Germany
"Babendreyer, Aaron",Rhein Westfal TH Aachen,Germany
"Wittenberg, Claudia",Charite,Germany
"Blanco, Jesus",Inst Salud Carlos III,Spain
"Lopez-Hernandez, Milagros",Univ La Laguna,Spain
"Kacmarek, Robert M.",Massachusetts Gen Hosp,United States
"Yamashita, Cory M.",Lawson Hlth Res Inst,Canada
"Vasanthamohan, Lakshman",Lawson Hlth Res Inst,Canada
"Lac, Joanne",Lawson Hlth Res Inst,Canada
"McCaig, Lynda",Lawson Hlth Res Inst,Canada
"Yao, Lijuan",Lawson Hlth Res Inst,Canada
"Puntorieri, Valeria",Lawson Hlth Res Inst,Canada
"Lewis, Jim F.",Lawson Hlth Res Inst,Canada
"Veldhuizen, Ruud A. W.",Lawson Hlth Res Inst,Canada
"Chen, Chao",Wuhan Univ,China
"Zhang, Min",Wuhan Univ,China
"Niu, Li",Wuhan Univ,China
"Jian, Ming-Yuan",Univ Alabama Birmingham,United States
"Wolkowicz, Paul E.",Univ Alabama Birmingham,United States
"Creighton, Judy R.",Univ Alabama Birmingham,United States
"Kong, Juan",Univ Chicago,United States
"Zhu, Xiangdong",Univ Chicago,United States
"Shi, Yongyan",Univ Chicago,United States
"Liu, Tianjing",Univ Chicago,United States
"Chen, Yunzi",Univ Chicago,United States
"Li, Yan Chun",Univ Chicago,United States
"Zhao, Qun",China Med Univ,China
"Bhan, Ishir",Harvard Univ,United States
"Thadhani, Ravi",Harvard Univ,United States
"Lv, Wanzhi",Wenzhou Med Coll,China
"Lv, Chongqing",Wenzhou Med Coll,China
"Yu, Suhui",Wenzhou Med Coll,China
"Yang, Yunxiu",Wenzhou Med Coll,China
"Kong, Hongru",Wenzhou Med Coll,China
"Xie, Jianming",Wenzhou Med Coll,China
"Andersson, Roland",Lund Univ,Sweden
"Zang, Dongyu",Liaoning Med Univ,China
"Shao, Youzhi",Liaoning Med Univ,China
"Zaytsev, Sergei",Univ Penn,United States
"Zern, Blaine J.",Univ Penn,United States
"Sydykov, Akylbek",Univ Giessen,Germany
"Iliodromiti, Zoe",Univ Athens,Greece
"Salakos, Nikolaos",Univ Athens,Greece
"Vrachnis, Nikolaos",Univ Athens,Greece
"Zygouris, Dimitrios",Univ Athens,Greece
"Siristatidis, Charalambos",Univ Athens,Greece
"Sifakis, Stavros",Univ Hosp Heraklion,Greece
"Pappa, Kalliopi I.",Univ Athens,Greece
"Tsikouras, Panagiotis",Democritus Univ Thrace,Greece
"Daniilidis, Angelos",Aristotle Univ Thessaloniki,Greece
"Klein, Nadine",Charite,Germany
"Supe, Stephanie",Charite,Germany
"Kaestle, Stephanie M.",Charite,Germany
"Nickles, Hannah",Charite,Germany
"Lei, Xiaohong",Charite,Germany
"Mertens, Michael",Charite,Germany
"Gembardt, Florian",Excellencecluster Cardiopulm Syst,Germany
"Walther, Thomas",Heidelberg Univ,Germany
"Marando, Catherine",Univ Rochester,United States
"Ramos, Maira B. A.",Univ Fed Rio de Janeiro,Brazil
"Garcia, Cristiane S. N. B.",Univ Fed Rio de Janeiro,Brazil
"Aires, Rosaria D.",Univ Fed Minas Gerais,Brazil
"Silva, Josiane F.",Univ Fed Minas Gerais,Brazil
"Rodrigues-Machado, Maria da Gloria",Univ Fed Minas Gerais,Brazil
"Lemos, Virginia S.",Univ Fed Minas Gerais,Brazil
"Capettini, Luciano S. A.",Univ Fed Minas Gerais,Brazil
"Cortes, Steyner F.",Univ Fed Minas Gerais,Brazil
"Pinho, Vanessa",Univ Fed Minas Gerais,Brazil
"Teixeira, Mauro M.",Univ Fed Minas Gerais,Brazil
"Ali, Irshad",Med Coll Wisconsin,United States
"Nanchal, Rahul",Med Coll Wisconsin,United States
"Husnain, Fouad",Med Coll Wisconsin,United States
"Konduri, G. Ganesh",Med Coll Wisconsin,United States
"Densmore, John C.",Med Coll Wisconsin,United States
"Collins, Stephen R.",Univ Virginia Hlth Syst,United States
"Blank, Randal S.",Univ Virginia Hlth Syst,United States
"Deatherage, Lindy S.",Univ Utah,United States
"Tanino, Mishie",Univ Washington,United States
"Mongovin, Steve",Univ Washington,United States
"Matute-Bello, Gustavo",Univ Washington,United States
"Martin, Thomas R.",Univ Washington,United States
"Kajikawa, Osamu",Univ Washington,United States
"Wong, Venus A.",Univ Washington,United States
"Smith, Lincoln S.",Univ Washington,United States
"Konrad, Franziska M.",Univ Tubingen Hosp,Germany
"Neudeck, Gianna",Univ Tubingen Hosp,Germany
"Vollmer, Irene",Univ Tubingen Hosp,Germany
"Ngamsri, Kristian C.",Univ Tubingen Hosp,Germany
"Reutershan, Joerg",Univ Tubingen Hosp,Germany
"Thiel, Manfred",Univ Med Ctr,Germany
"Qiang, Yong",Nanjing Univ,China
"Wang, Lian",Nanjing Univ,China
"Yi, Jun",Nanjing Univ,China
"Wang, Gaoming",Xuzhou Cent Hosp,China
"Tandon, Rajive",Rush Univ,United States
"Li, Hailong",Dalian Med Univ,China
"Anidi, Ifeanyi U.",Bloomberg Sch Publ Hlth,United States
"Menendez, Carmen",Univ Complutense Madrid,Spain
"Moral-Sanz, Javier",Univ Complutense Madrid,Spain
"Morales, Daniel",Univ Complutense Madrid,Spain
"Cogolludo, Angel",Univ Complutense Madrid,Spain
"Martinez-Caro, Leticia",Ciber Enfermedades Resp CIBERES,Spain
"Nin, Nicolas",Ciber Enfermedades Resp CIBERES,Spain
"Esteban, Andres",Ciber Enfermedades Resp CIBERES,Spain
"Schmidt, Tracy Thennes",Univ Illinois,United States
"Yue, Lili",Univ Illinois,United States
"Gothert, Joachim",Univ Hosp Essen,Germany
"Shen, Tang-Long",Univ Michigan,United States
"Guan, Jun-Lin",Univ Michigan,United States
"Sadikot, Ruxana",Univ Illinois,United States
"Van Ness, Michael",Univ Calif Davis Hlth Syst,United States
"Jensen, Hanne",Univ Calif Davis Hlth Syst,United States
"Adamson, Grete N.",Univ Calif Davis Hlth Syst,United States
"Kysar, Patricia E.",Univ Calif Davis Hlth Syst,United States
"Holland, Paul",Univ Calif Davis Hlth Syst,United States
"Elangovan, Venkate",Univ Illinois,United States
"Sfika, Aggeliki",Univ Athens,Greece
"Vassiliou, Aliki G.",Univ Athens,Greece
"Roussos, Charalambos",Univ Athens,Greece
"Hatziantoniou, Sophia",Univ Athens,Greece
"Mourelatou, Elena",Univ Athens,Greece
"Magkou, Christina",Evangelismos Med Ctr,Greece
"Abassi, Taimur",Univ Illinois,United States
"Weichselbaum, Ralph",Univ Chicago,United States
"Calchary, Wendy",Univ S Alabama,United States
"Kunstadt, Ryan",Univ S Alabama,United States
"Richardson, Bianca",Univ S Alabama,United States
"Nix, Jessica",Univ S Alabama,United States
"Xu, Ningyong",Univ S Alabama,United States
"Xing, Junjie",Univ Chicago,United States
"Gao, Peng",Dalian Med Univ,China
"Mungur, Luckshmanraj",Dalian Med Univ,China
"Kampo, Sylvanus",Dalian Med Univ,China
"Wen, Qingping",Dalian Med Univ,China
"Kilpatrick, Laurie E.",Temple Univ,United States
"Lyons, Melanie",Univ Penn,United States
"Deutschman, Clifford S.",Univ Penn,United States
"Rittirsch, Daniel",Univ Michigan,United States
"Flierl, Michael A.",Univ Michigan,United States
"Nadeau, Brian A.",Univ Michigan,United States
"Day, Danielle E.",Univ Michigan,United States
"Andjelkovic, Anuska V.",Univ Michigan,United States
"Huber-Lang, Markus S.",Univ Hosp Ulm,Germany
"Fasano, Alessio",Univ Maryland,United States
"Kandasamy, Kathirvel",Univ Tennessee,United States
"Bezavada, Lavanya",Univ Tennessee,United States
"Escue, Rachel B.",Univ Tennessee,United States
"Parthasarathi, Kaushik",Univ Tennessee,United States
"Legendre, Benjamin",Inst Pasteur,France
"Scherpereel, Arnaud",Inst Pasteur,France
"Faller, Simone",Univ Med Ctr Freiburg,Germany
"Spassov, Sashko G.",Univ Med Ctr Freiburg,Germany
"Zimmermann, Kornelia K.",Univ Med Ctr Freiburg,Germany
"Buerkle, Hartmut",Univ Med Ctr Freiburg,Germany
"Loop, Torsten",Univ Med Ctr Freiburg,Germany
"Schmidt, Rene",Univ Med Ctr Freiburg,Germany
"Strosing, Karl M.",Univ Med Ctr Freiburg,Germany
"Hoetzel, Alexander",Univ Med Ctr Freiburg,Germany
"Ryter, Stefan W.",Harvard Univ,United States
"Jin, Wenting",Fudan Univ,China
"Rong, Linyi",Fudan Univ,China
"Pan, Jue",Fudan Univ,China
"Liu, Yinkun",Fudan Univ,China
"Leff, Alan R.",Univ Chicago,United States
"Munoz, Nilda M.",St Lukes Med Ctr,Philippines
"Ortiz-Pomales, Yan T.",Univ Calif San Diego Hlth Sci,United States
"Lopez, Nicole",Univ Calif San Diego Hlth Sci,United States
"Cheadle, Gerald",Univ Calif San Diego Hlth Sci,United States
"Eliceiri, Brian",Univ Calif San Diego Hlth Sci,United States
"Bansal, Vishal",Univ Calif San Diego Hlth Sci,United States
"Costantini, Todd W.",Univ Calif San Diego Hlth Sci,United States
"Coimbra, Raul",Univ Calif San Diego Hlth Sci,United States
"Reys, Luiz G.",Univ Brasilia,Brazil
"de Oliveira, Paulo Goncalves",Univ Brasilia,Brazil
"Lee, Luis",Univ Colorado Denver,United States
"Jones, Wilbert L.",Univ Colorado Denver,United States
"Johnson, Jeffrey L.",Univ Colorado Denver,United States
"Nydam, Trevor L.",Univ Colorado Denver,United States
"Rafat, Neysan",Univ Childrens Hosp Heidelberg,Germany
"Toenshoff, Burkhard",Univ Childrens Hosp Heidelberg,Germany
"Bierhaus, Angelika",Heidelberg Univ,Germany
"Beck, Grietje C.",Dr Horst Schmidt Kliniken,Germany
"Tsubosaka, Yoshiki",Univ Tokyo,Japan
"Hori, Masatoshi",Univ Tokyo,Japan
"Ozaki, Hiroshi",Univ Tokyo,Japan
"Aritake, Kosuke",Osaka Biosci Inst,Japan
"Maruyama, Toshihiko",Osaka Biosci Inst,Japan
"Urade, Yoshihiro",Osaka Biosci Inst,Japan
"Nakagawa, Takayuki",Univ Tokyo,Japan
"Hirai, Hiroyuki",BML Inc,Japan
"Nakamura, Masataka",Tokyo Med & Dent Univ,Japan
"Narumiya, Shuh",Kyoto Univ,Japan
"Murrill, Matthew",Univ Rochester,United States
"Finkelstein, Jacob N.",Univ Rochester,United States
"Anwar, Khandaker N.",Univ Illinois,United States
"Watterson, D. Martin",Northwestern Univ,United States
"Sun, Shiqin",Harvard Univ,United States
"Sursal, Tolga",Harvard Univ,United States
"Adibnia, Yasaman",Harvard Univ,United States
"Zhao, Cong",Harvard Univ,United States
"Li, Haipeng",Harvard Univ,United States
"Otterbein, Leo E.",Harvard Univ,United States
"Hauser, Carl J.",Harvard Univ,United States
"Itagaki, Kiyoshi",Harvard Univ,United States
"Uriarte, Silvia M.",Univ Louisville,United States
"Merchant, Michael L.",Univ Louisville,United States
"Jin, Shunying",Univ Louisville,United States
"Ward, Richard A.",Univ Louisville,United States
"McLeish, Kenneth R.",Univ Louisville,United States
"Lentsch, Alex B.",Univ Cincinnati,United States
"Davidson, Bruce A.",SUNY Buffalo,United States
"Knight, Paul R.",SUNY Buffalo,United States
"Vethanayagam, R. Robert",Roswell Pk Canc Inst,United States
"Grimm, Melissa J.",Roswell Pk Canc Inst,United States
"Segal, Brahm H.",Roswell Pk Canc Inst,United States
"Raghavendran, Krishnan",Univ Michigan Hlth Syst,United States
"Blackwell, Timothy S.",Vanderbilt Univ,United States
"Freeman, Michael L.",Vanderbilt Univ,United States
"Ayyasamy, Vanniarajan",Roswell Pk Canc Inst,United States
"Singh, Keshav K.",Univ Alabama Birmingham,United States
"Sporn, Michael B.",Dartmouth Med Sch,United States
"Taneja, Ravi",London Hlth Sci Ctr,Canada
"Yao, Li-Juan",London Hlth Sci Ctr,Canada
"Fortin, Dalilah",Univ Western Ontario,Canada
"Inculet, Richard",Univ Western Ontario,Canada
"Malthaner, Richard",Univ Western Ontario,Canada
"Gandhirajan, Rajesh Kumar",Temple Univ,United States
"Chandramoorthy, Harish C.",Temple Univ,United States
"Mallilankaraman, Karthik",Temple Univ,United States
"Mancarella, Salvatore",Temple Univ,United States
"Soboloff, Jonathan",Temple Univ,United States
"Gill, Donald L.",Temple Univ,United States
"Madesh, Muniswamy",Temple Univ,United States
"Koch, Walter J.",Temple Univ,United States
"Meng, Shu",Temple Univ,United States
"Yang, Xiao-Feng",Temple Univ,United States
"Gao, Hui",Temple Univ,United States
"Houser, Steven R.",Temple Univ,United States
"Razmpour, Roshanak",Temple Univ,United States
"Chen, Ju",UCSD,United States
"Klinger, James R.",Vet Affairs Med Ctr,United States
"Tsai, Shu-Whei",Vet Affairs Med Ctr,United States
"Green, Sabrina",Vet Affairs Med Ctr,United States
"Grinnell, Katie L.",Vet Affairs Med Ctr,United States
"Machan, Jason T.",Rhode Isl Hosp,United States
"Mannam, Praveen",Yale Univ,United States
"Shinn, Amanda S.",Yale Univ,United States
"Zhang, Yitao",Yale Univ,United States
"Beard, Richard S., Jr.",Univ S Florida,United States
"McLean, Danielle L.",Univ S Florida,United States
"Sun, Chongxiu",Univ Calif Davis,United States
"Rigor, Robert R.",Univ Calif Davis,United States
"Konia, Thomas",Univ Calif Davis,United States
"Abrams, Simon T.",Royal Liverpool Univ Hosp,United Kingdom
"Toh, Cheng-Hock",Royal Liverpool Univ Hosp,United Kingdom
"Liu, Tingting",Univ Liverpool,United Kingdom
"Baluwa, Florence",Univ Liverpool,United Kingdom
"Wang, Guozheng",Univ Liverpool,United Kingdom
"Yu, Weiping",Southeast Univ,China
"Manson, Joanna",Queen Mary Univ London,United Kingdom
"Brohi, Karim",Queen Mary Univ London,United Kingdom
"Dart, Caroline",Univ Liverpool,United Kingdom
"Wang, Susan Siyu",Univ Cambridge,United Kingdom
"Choi, Jae-Sung",Soonchunhyang Univ,South Korea
"Gil, Hyo-Wook",Soonchunhyang Univ,South Korea
"Hong, Sae-yong",Soonchunhyang Univ,South Korea
"Kwak, Kyung-A",Soonchunhyang Univ,South Korea
"Park, Min-Ju",Soonchunhyang Univ,South Korea
"Kim, Young-Hee",Soonchunhyang Univ,South Korea
"Song, Ho-yeon",Soonchunhyang Univ,South Korea
"Duke-Novakovski, Tanya",Univ Saskatchewan,Canada
"Singh-Suri, Sarabjeet",Univ Saskatchewan,Canada
"Caldwell, Sarah",Univ Saskatchewan,Canada
"Charavaryamath, Chandarshekhar",Univ Saskatchewan,Canada
"Singh, Baljit",Univ Saskatchewan,Canada
"Herwig, Martina C.",Univ Bonn,Germany
"Mueller, Annette M.",Univ Bonn,Germany
"Tsokos, Michael",Charite,Germany
"Hermanns, M. Iris",Johannes Gutenberg Univ Mainz,Germany
"Kirkpatrick, C. James",Johannes Gutenberg Univ Mainz,Germany
"Land, Walter G.",German Acad Transplantat Med,Germany
"Oseghale, Aluya",Georgia Regents Univ,United States
"Caldwell, Robert W.",Georgia Regents Univ,United States
"Circo, Sebastian",Georgia Regents Univ,United States
"Cederbaum, Stephen D.",Univ Calif Los Angeles,United States
"Ma, Lijie",Fourth Mil Med Univ,China
"Li, Yanyan",Fourth Mil Med Univ,China
"Zhao, Yilin",Fourth Mil Med Univ,China
"Nan, Yandong",Fourth Mil Med Univ,China
"Mu, Deguang",Fourth Mil Med Univ,China
"Li, Wangping",Fourth Mil Med Univ,China
"Wang, Qingwei",Fourth Mil Med Univ,China
"Liu, Xueying",Fourth Mil Med Univ,China
"Mao, Mei",PLA,China
"Xu, Xilin",Guangzhou Mil Command,China
"Zhang, Bo",Guangzhou Mil Command,China
"Fu, Zu-hong",Guangzhou Mil Command,China
"Casserly, Brian",Providence Vet Affairs Med Ctr,United States
"Coulthard, Mark G.",Royal Childrens Hosp,Australia
"Boyd, Andrew W.",Royal Childrens Hosp,Australia
"Morgan, Michael",Univ Queensland,Australia
"Woodruff, Trent M.",Univ Queensland,Australia
"Arumugam, Thiruma V.",Univ Queensland,Australia
"Taylor, Stephen M.",Univ Queensland,Australia
"Carpenter, Todd C.",Univ Colorado Denver,United States
"Lackmann, Martin",Monash Univ,Australia
"McCurry, K. R.",Cleveland Clin,United States
"Sugimoto, R.",Univ Pittsburgh,United States
"Nakao, A.",Univ Pittsburgh,United States
"Zhan, J.",Univ Pittsburgh,United States
"Kohmoto, J.",Univ Pittsburgh,United States
"Tokita, D.",Univ Pittsburgh,United States
"Tarpey, M. M.",Univ Pittsburgh,United States
"Billiar, Timothy R.",Univ Pittsburgh,United States
"Parastatidis, Ioannis",Univ Penn,United States
"Thomson, Leonor",Univ Penn,United States
"Ischiropoulos, Harry",Univ Penn,United States
"Moraes, Theo J.",Univ Toronto,Canada
"Tigdi, Jayesh",St Michaels Hosp,Canada
"Dumpit, Carlo",St Michaels Hosp,Canada
"Charles, Steffany",St Michaels Hosp,Canada
"Si, Xiaoe",Hosp Sick Children,Canada
"Chava, Koteswara Rao",Univ Illinois,United States
"Smith, Monica",Univ Illinois,United States
"Sukriti, Sukriti",Univ Illinois,United States
"Gianaris, Nicholas",Indiana Univ Sch Med,United States
"Dietrich, Alexander",Univ Munich,Germany
"Birnbaumer, Lutz",Natl Inst Environm Hlth Sci,United States
"Miyashita, Hiroki",Tohoku Univ,Japan
"Watanabe, Tatsuaki",Tohoku Univ,Japan
"Hayashi, Hideki",Tohoku Univ,Japan
"Suzuki, Yasuhiro",Tohoku Univ,Japan
"Nakamura, Takanobu",Tohoku Univ,Japan
"Ito, Soichi",Tohoku Univ,Japan
"Ono, Manabu",Tohoku Univ,Japan
"Sato, Yasufumi",Tohoku Univ,Japan
"Hoshikawa, Yasushi",Tohoku Univ,Japan
"Okada, Yoshinori",Tohoku Univ,Japan
"Kondo, Takashi",Tohoku Univ,Japan
"Maeda, Sumiko",Miyagi Canc Ctr,Japan
"Takahashi, Satomi",Miyagi Canc Ctr,Japan
"Sato, Masami",Miyagi Canc Ctr,Japan
"Mikkelsen, Mark E.",Univ Penn,United States
"Shah, Chirag V.",Univ Penn,United States
"Lanken, Paul N.",Univ Penn,United States
"Albelda, Steven M.",Univ Penn,United States
"Bellamy, Scarlett L.",Univ Penn,United States
"Localio, A. Russell",Univ Penn,United States
"Wang, Jianqiang",Jintan Hosp,China
"Jing, Liang",Southeast Univ,China
"Witte, Esther",Univ Tubingen Hosp,Germany
"Stark, Stefanie",Univ Tubingen Hosp,Germany
"White, Laura E.",Methodist Hosp & Res Inst,United States
"Cui, Yan",Methodist Hosp & Res Inst,United States
"Hassoun, Heitham T.",Methodist Hosp & Res Inst,United States
"Shelak, Carolyn M. Feltes",Johns Hopkins Sch Med,United States
"Lie, Mihaela L.",Johns Hopkins Sch Med,United States
"Qiu, Zheng",China Pharmaceut Univ,China
"Hu, Jialiang",China Pharmaceut Univ,China
"Hellman, Judith",Univ Calif San Francisco,United States
"Cutaia, Michael",Vet Adm Med Ctr,United States
"Wadgaonkar, Raj",Vet Adm Med Ctr,United States
"Anjum, Fatima",Suny Downstate Med Ctr,United States
"Joshi, Keval",Suny Downstate Med Ctr,United States
"Grinkina, Natalia",Suny Downstate Med Ctr,United States
"Gowda, Satish",Suny Downstate Med Ctr,United States
"Bhattacharya, Mallar",Univ Calif San Francisco,United States
"Su, George",Univ Calif San Francisco,United States
"Li, John T.",Univ Calif San Francisco,United States
"Huang, X.",Univ Calif San Francisco,United States
"Atakilit, Amha",Univ Calif San Francisco,United States
"Sheppard, Dean",Univ Calif San Francisco,United States
"Su, X.",Univ Calif San Francisco,United States
"Oses-Prieto, J. A.",Univ Calif San Francisco,United States
"Hernandez, H.",Univ Calif San Francisco,United States
"Burlingame, A. L.",Univ Calif San Francisco,United States
"Carnesecchi, Stephanie",Ctr Med Univ Geneva,Switzerland
"Barazzone-Argiroffo, Constance",Ctr Med Univ Geneva,Switzerland
"Pache, Jean-Claude",Ctr Med Univ Geneva,Switzerland
"Ellison, Michael A.",Univ Colorado Denver,United States
"Ambruso, Daniel R.",Univ Colorado Denver,United States
"Wei, Zhifeng",China Pharmaceut Univ,China
"Yang, Jian",China Pharmaceut Univ,China
"Xia, Yu-Feng",China Pharmaceut Univ,China
"Dai, Yue",China Pharmaceut Univ,China
"Huang, Wen-Zhe",Shanghai Univ Tradit Chinese Med,China
"Wang, Zheng-Tao",Shanghai Univ Tradit Chinese Med,China
"Westphalen, Kristin",Columbia Univ Coll Phys & Surg,United States
"Monma, Eiji",Columbia Univ Coll Phys & Surg,United States
"Cao, Jian-Ping",Second Mil Med Univ,China
"He, Xing-Ying",Second Mil Med Univ,China
"Xu, Hai-Tao",Second Mil Med Univ,China
"Zou, Zui",Second Mil Med Univ,China
"Shi, Xue-Yin",Second Mil Med Univ,China
"Emin, Memet T.",Columbia Univ,United States
"Sun, Li",Columbia Univ,United States
"Rahman, Milladur",Lund Univ,Sweden
"Roller, Jonas",Lund Univ,Sweden
"Zhang, Su",Lund Univ,Sweden
