Author,h-index
"Gavrilin, Mikhail A.",1
"Baker, Paul J.",1
"Masters, Seth L.",1
"Wewers, Mark D.",2
"Sarkar, Anasuya",2
"Ma, Wenli",3
"Ceco, Ermelinda",2
"Harbeck, Mark",1
"Singleton, Patrick A.",2
"Messana, Joe",2
"Otulakowski, Gail",1
"Engelberts, Doreen",1
"Post, Martin",1
"Masterson, Claire",1
"Kavanagh, Brian P.",1
"Alvira, Cristina M.",1
"Shah, Trushil",1
"Qin, Shanshan",1
"Vashi, Mona",1
"Predescu, Dan N.",2
"Jeganathan, Niranjan",1
"Bardita, Cristina",2
"Ganesh, Balaji",1
"diBartolo, Salvatore",1
"Fogg, Louis F.",1
"Balk, Robert A.",1
"Predescu, Sanda A.",3
"Li, Xueyi",1
"Yu, Yanfang",2
"Haigh, Stephen",2
"Bordan, Zsuzsanna",1
"Weintraub, Daniel",1
"Rudic, Radu Daniel",1
"Chakraborty, Trinad",5
"Barman, Scott A.",1
"Lucas, Rudolf",8
"Stepp, David W.",1
"Geng, P.",1
"Ma, T.",1
"Xing, J.",1
"Jiang, L.",1
"Sun, H.",1
"Zhu, B.",1
"Zhang, H.",1
"Xiao, H.",1
"Zhang, J.",1
"Song, Nianping",1
"Li, Pei",1
"Jiang, Yuting",1
"Sun, Hong",1
"Cui, Jing",1
"Zhao, Guangyu",1
"Li, Dan",1
"Chen, Yuehong",1
"Gao, Jimin",1
"Sun, Shihui",1
"Zhou, Yusen",1
"Zhang, Xiaolong",1
"Zhuang, Rong",1
"Wu, Haiya",1
"Chen, Jie",1
"Wang, Fangyan",1
"Li, Guoping",1
"Wu, Chengyun",1
"Soni, Dheeraj",1
"Wang, Dong-Mei",1
"Regmi, Sushil C.",1
"Mittal, Manish",2
"Schlueter, Dirk",1
"Tiruppathi, Chinnaswamy",2
"Yang, Jianxin",1
"Ruan, Feng",1
"Zheng, Zhongjun",1
"Huang, Weichen",1
"Peng, Jingwen",1
"Kellner, Manuela",1
"Noonepalle, Satish Kumar",2
"Kumar, Sanjiv",5
"Gonzalez-Garay, Manuel",1
"Klinger, Christina",1
"Gottlieb, Eric",1
"Tchourbanov, Alex Y.",1
"Danilov, Sergei M.",1
"Zhou, Tong",4
"Lu, Hui-Lun",1
"Huang, Xin-Yan",1
"Luo, Yi-Feng",1
"Tan, Wei-Ping",1
"Chen, Pei-Fen",1
"Guo, Yu-Biao",1
"Huertas, Alice",2
"Guignabert, Christophe",1
"Barbera, Joan A.",1
"Baertsch, Peter",1
"Bhattacharya, Sunita",2
"Bonsignore, Maria R.",1
"Dewachter, Laurence",1
Anh Tuan Dinh-Xuan,1
"Dorfmuller, Peter",1
"Gladwin, Mark T.",3
"Humbert, Marc",1
"Kotsimbos, Tom",1
"Vassilakopoulos, Theodoros",1
"Savale, Laurent",1
"Testa, Ugo",1
"Wilkins, Martin R.",1
"Wu, Dongdong",1
"Wang, Yanan",1
"Zhang, Heng",1
"Du, Minghua",1
"Li, Tanshi",1
"Li, Juanjuan",1
"Chen, Qian",2
"He, Xinhai",1
"Alam, Azeem",1
"Dimitropoulou, Christiana",4
"Gutbier, Birgitt",2
"Schoenrock, Stefanie M.",1
"Ehrler, Carolin",2
"Haberberger, Rainer",1
"Dietert, Kristina",2
"Gruber, Achim D.",2
"Kummer, Wolfgang",1
"Michalick, Laura",1
"Hocke, Andreas C.",1
"Szymanski, Kolja",1
"Lueth, Anja",1
"Schumacher, Fabian",1
"Kleuser, Burkhard",1
"Mitchell, Timothy J.",2
"Bertrams, Wilhelm",1
"Schmeck, Bernd",1
"Treue, Denise",1
"Klauschen, Frederick",1
"Bauer, Torsten T.",1
"Toennies, Mario",1
"Weissmann, Norbert",4
"Hippenstiel, Stefan",2
"Suttorp, Norbert",2
"Witzenrath, Martin",3
"Jayne, Jordanna G.",1
"Bensman, Timothy J.",1
"Schaal, Justin B.",1
"Park, A. Young J.",1
"Kimura, Elza",1
"Tran, Dat",1
"Selsted, Michael E.",1
"Beringer, Paul M.",1
"Kaziani, Katerina",1
"Athanasiou, Chariclea",1
"Korovesi, Ioanna",1
"Glynos, Konstantinos",1
"Lam, Fong W.",1
"Da, Qi",1
"Guillory, Bobby",1
"Cruz, Miguel A.",1
"Liu, Wensheng",1
"Liu, Kaizhong",1
"Shan, Lihong",1
"Tang, Jiangfeng",1
"Xu, Hai-Xiao",1
"Li, Jiankui",3
"Ma, Xiao-Hong",1
"Lv, Jiawen",1
"Zeng, Junchao",1
"Guo, Fukun",1
"Li, Yiran",1
"Xu, Mengying",1
"Cheng, Yuanxiong",1
"Cai, Shaoxi",1
"Chen, Yinghua",1
"Zheng, Yi",2
"Hu, Guodong",1
"Bruhn, Peter J.",1
"Nikolian, Vahagn C.",1
"Halaweish, Ihab",1
"Chang, Zhigang",1
"Sillesen, Martin",1
"Ji, Yunxia",2
"Zhang, Guanghua",2
"Zhu, Haibo",1
"Li, Defang",2
"Yang, Chin-Yao",1
"Chen, Chien-Sheng",1
"Yiang, Giou-Teng",1
"Cheng, Yeung-Leung",1
"Yong, Su-Boon",1
"Wu, Meng-Yu",1
"Li, Chia-Jung",1
"Bao, Suhong",1
"Wang, Fang",1
"Deng, Xiaoming",2
"Shaver, Ciara M.",2
"Wickersham, Nancy",1
"McNeil, J. Brennan",1
"Nagata, Hiromasa",1
"Miller, Adam",1
"Landstreet, Stuart R.",1
"Kuck, Jamie L.",2
"Diamond, Joshua M.",1
"Lederer, David J.",1
"Kawut, Steven M.",1
"Palmer, Scott M.",1
"Wille, Keith M.",1
"Weinacker, Ann",1
"Lama, Vibha N.",1
"Crespo, Maria M.",1
"Orens, Jonathan B.",1
"Shah, Pali D.",1
"Hage, Chadi A.",1
"Cantu, Edward, III",1
"Porteous, Mary K.",1
"Dhillon, Gundeep",1
"McDyer, John",1
"Christie, Jason D.",3
"Oskolkova, Olga",3
"Gawlak, Grzegorz",4
"Meng, Fanyong",7
"Brenner, Jacob S.",3
"Kiseleva, Raisa Yu.",1
"Parhiz, Hamideh",1
"Greineder, Colin F.",5
"Hood, Elizabeth D.",4
"Shuvaev, Vladimir V.",2
"Cao, Zheng",1
"Liu, Jing-Lan",1
"Wu, Shen",1
"Wang, Qiao",1
"Chai, Dongdong",2
"Xi, SiWei",1
"Cheng, YanYong",1
"Jiang, Hong",2
"Hu, Rong",2
"Chen, Lan",1
"Chen, Xuxin",1
"Zhang, Yinliang",1
"Wang, Wenjing",1
"Liu, Zhenqian",1
"Meng, Jiguang",1
"Han, Zhihai",1
"Dong, Weijie",1
"He, Binfeng",1
"Qian, Hang",1
"Liu, Qian",1
"Wei, Zhenghua",1
"Wang, Zi",1
"Xu, Zhi",1
"Wu, Guangyu",2
"Qian, Guisheng",2
"Wang, Guansong",3
"Fang, Wei",1
"Xia, Lin",1
"Sun, Xiaoxia",1
"Cai, Shixia",2
"Bai, Suwen",1
"Sun, Yunbo",1
"Zhou, Peihong",1
"Liu, Xin",1
"Zhao, Ren",1
"Shen, Bing",1
"Gao, Peiyang",1
"Zhao, Ziyi",1
"Zhang, Chuantao",1
"Wang, Chunxia",1
"Long, Kunlan",1
"Guo, Liuxue",1
"Li, Baixue",1
"Vang, Alexander",1
"He, Binchan",1
"Geng, Shen",2
"Zhou, Wei",2
"Rui, Yuwen",1
"Mu, Xianmin",1
"Zhang, Chen",1
"You, Qiang",1
"Lu, Xiao-Mei",0
"Ma, Ling",0
"Yu, Yan-Qiu",0
"Wu, Lei",1
"Jin, Shanzi",1
"Zhang, Jun",2
"Wang, Aiping",1
"Morsing, K. S. H.",1
"Peters, A. L.",1
"Rigonato-Oliveira, Nicole Cristine",1
"MacKenzie, BreAnne",1
"Lacerda Bachi, Andre Luis",1
"Oliveira-Junior, Manoel Carneiro",1
"Santos-Dias, Alana",1
"Rodrigues Brandao-Rangel, Maysa Alves",1
"Delle, Humberto",1
"Costa-Guimaraes, Tamara",1
"Damaceno-Rodrigues, Nilsa Regina",1
"Dulley, Larissa Hilario",1
"Benetti, Marcela Anhesini",1
"Malfitano, Christiane",1
"de Angelis, Katia",1
"Albertini, Regiane",1
"Ligeiro Oliveira, Ana Paula",1
"Abbasi, Asghar",1
"Northoff, Hinnak",1
"Vieira, Rodolfo Paula",1
"Shao, Ping",1
"Zhu, Jinyuan",1
"Ding, Huan",1
"Zhou, Wenjie",2
"Zhou, Wenyan",1
"Liu, Qinfu",2
"Li, Yuangui",1
"Wang, Linlin",1
"Ji, Shimeng",1
"Wang, Ningfang",1
"Tong, Lin",1
"Bi, Jing",1
"Hu, Jie",1
"Chen, Xiaofeng",1
"Sieve, Irina",1
"Muenster-Kuehnel, Anja K.",1
"Hilfiker-Kleiner, Denise",1
"Ye, Le Chi",1
"Wu, Zhenzhou",1
"Huang, Haidi",1
"Zhou, Hua-Song",1
"Li, Meng",1
"Sui, Bing-Dong",1
"Wei, Lei",1
"Hou, Rui",1
"Chen, Wen-Sheng",1
"Bi, Sheng-Hui",1
"Zhang, Jin-Zhou",1
"Yi, Ding-Hua",1
"Shi, Guocui",1
"Ma, Shenmao",1
"Gu, Wei",1
"Yao, Lun",1
"Li, Lexing",1
"Zhang, Jianping",1
"Place, Aaron T.",1
"Liu, Guoquan",1
"Meyer, Nuala J.",3
"Reilly, John P.",2
"Feng, Rui",1
"Hazen, Stanley L.",1
"Albert, Carolyn J.",1
"Franke, Jacob D.",1
"Hartman, Celine L.",1
"McHowat, Jane",1
"Mundy, Miles",1
"Chambers, Eboni",2
"Newton, Julie",3
"Borgas, Diana",2
"Yao, Hongwei",1
"Basak, Rajshekhar",1
"Oldham, Mahogany",1
"Zhang, Chunrong",1
"Wang, Xuefeng",1
"Song, Shunde",1
"Hu, Zhengqiang",1
"Zhang, Zhewen",1
"Li, Yajun",1
"Yan, Chunguang",1
"Li, Zigang",1
"Jiang, Xiaohui",1
"Lienau, Jasmin",1
"Van Slyke, Paul",1
"Kim, Harold",1
"Hoang, Van C.",1
"Maynes, Jason T.",1
"Dumont, Daniel J.",2
"Kasuda, Shogo",1
"Kudo, Risa",1
"Yuui, Katsuya",1
"Sakurai, Yoshihiko",1
"Hatake, Katsuhiko",1
"Silliman, Christopher C.",7
"Kelher, Marguerite R.",5
"Khan, Samina Y.",4
"West, F. Bernadette",1
"McLaughlin, Nathan J. D.",3
"Elzi, David J.",2
"England, Kelly",1
"Bjornsen, Jason",1
"Kuldanek, Susan A.",1
"Banerjee, Anirban",5
"Yeh, Li-Chun",1
"Huang, Ping-Wun",1
"Hsieh, Kuan-Hsian",1
"Wang, Chung-Hsuan",1
"Kao, Yi-Kai",1
"Lin, Tzu-Hsiang",1
"Lee, Xiao-Lun",1
"Zhang, Shujing",1
"Wu, Ying",1
"Xuan, Zinan",1
"Chen, Xiaoming",1
"Zhang, Junjie",1
"Ge, Dongyu",1
"Wang, Xudan",1
"Suzuki, Toshio",3
"Tada, Yuji",2
"Gladson, Santhi",1
"Nishimura, Rintaro",3
"Shimomura, Iwao",1
"Karasawa, Satoshi",1
"West, James",2
"Chenevier-Gobeaux, Camille",1
"Parmentier, Erika",2
"Delobel, Jean-Edouard",1
"Dubucquoi, Sylvain",1
"Zhang, Fangming",1
"Yang, Weng-Lang",1
"Zhang, Minlong",3
"Yan, Xue",1
"Sun, Ruilin",2
"Xie, Yonghong",1
"Wang, Hualing",1
"Zheng, Ruiqiang",1
"Chen, Qihong",4
"Shao, Jun",1
"Yu, Jiangquan",1
"Zielinska, Karolina A.",1
"de Cauwer, Lode",1
"Knoops, Sofie",1
"Van der Molen, Kristof",1
"Sneyers, Alexander",1
"Thommis, Jonathan",1
"De Souza, J. Brian",1
"Opdenakker, Ghislain",2
"De Bosscher, Karolien",1
"Van den Steen, Philippe E.",2
"Lv, Xin",1
"Wen, Tao",1
"Song, Jiong",1
"Xie, Dong",1
"Wu, Liang",1
"Jiang, Xuemei",1
"Jiang, Ping",1
"Wen, Zongmei",1
"Bihari, Shailesh",1
"Dixon, Dani-Louise",1
"Lawrence, Mark D.",1
"De Bellis, Dylan",1
"Bonder, Claudine S.",1
"Dimasi, David P.",1
"Bersten, Andrew D.",1
"Andreasson, Katrin",2
"Manitsopoulos, Nikolaos",1
"Kardara, Matina",2
"Maniatis, Nikolaos A.",2
"Wu, Zhiyong",6
"Chang, Jinxing",6
"Ren, Wei",6
"Hu, Zhipeng",3
"Li, Bowen",6
"Liu, Huagang",6
"Barnthaler, Thomas",1
"Maric, Jovana",1
"Platzer, Wolfgang",2
"Konya, Viktoria",2
"Theiler, Anna",2
"Hasenohrl, Carina",1
"Gottschalk, Benjamin",1
"Trautmann, Sandra",1
"Schreiber, Yannick",1
"Graier, Wolfgang F.",1
"Schicho, Rudolf",1
"Marsche, Gunther",2
"Olschewski, Andrea",2
"Thomas, Dominique",1
"Schuligoi, Rufina",2
"Heinemann, Akos",2
"Laffey, John G.",2
"Lockyer, Pamela",1
"Li, Luge",1
"Yu-Lee, Li-Yuan",1
"Eissa, N. Tony",1
"Patterson, Cam",1
"Rho, Seung-Sik",1
"Ando, Koji",1
"Fukuhara, Shigetomo",1
"Czikora, Istvan",2
"Alli, Abdel A.",1
"Sridhar, Supriya",3
"Pillich, Helena",2
"Hudel, Martina",1
"Berisha, Besim",1
"Romero, Maritza J.",2
"Gonzales, Joyce N.",3
"Eaton, Douglas C.",1
"Zebda, Noureddine",1
"Afonyushkin, Taras",1
"Wang, Ji Ming",1
"Khoy, Kathy",1
Minh Vu Chuong Nguyen,1
"Masson, Dominique",1
"Bardy, Beatrice",1
"Drouet, Christian",1
"Paclet, Marie-Helene",1
"Lee, Yann-Leei",1
"Obiako, Boniface",3
"Gorodnya, Olena M.",2
"Ruchko, Mykhaylo V.",2
"Pastukh, Viktor M.",2
"Wilson, Glenn L.",1
"Simmons, Jon D.",1
"Gillespie, Mark N.",2
"Sun, Hua-Dong",1
"Liu, Yong-Jun",1
"Chen, Juan",1
"Chen, Min-Ying",1
"Ouyang, Bin",1
"Guan, Xiang-Dong",1
"Svedova, Julia",1
"Menoret, Antoine",1
"Mittal, Payal",1
"Ryan, Joseph M.",1
"Buturla, James A.",1
"Vella, Anthony T.",1
"Tang, Xiao-Dan",1
"Shi, Lin",1
"Monsel, Antoine",1
"Li, Xiang-Yang",1
"Zhu, Hui-Li",1
"Zhu, Ying-Gang",1
"Qu, Jie-Ming",1
"Shah, Alok S.",2
"Seo, Jeongyun",2
"Conegliano, David",2
"Farrell, Megan",1
"Cho, Minseon",1
"Ding, Xueting",1
"Seykora, Thomas",1
"Qing, Danielle Y.",2
"Huh, Dongeun",2
"Ourradi, Khadija",1
"Blythe, Thomas",1
"Jarrett, Caroline",1
"Barratt, Shaney L.",1
"Welsh, Gavin I.",1
"Millar, Ann B.",1
"Yu, Huang",1
"Qing, He",1
"Cai, Xin",1
"Dai, Feifeng",5
"Oliveira, Suellen D. S.",1
"Castellon, Maricela",2
"Bonini, Marcelo G.",2
"Gu, Xiaowu",1
"Elliott, Michael H.",1
"Ju, Zhihai",1
"Ma, Jinhui",1
"Qiao, Yeru",1
"Hei, Feilong",1
"Chen, F.",1
"Wang, Y.",2
"Zhi, W. B.",1
"Kumar, S.",1
"Doulias, P. T.",1
"She, J. X.",1
"Hayashi, Kentaro",1
"Yoshida, Hiroshi",1
"Sato, Yuko",1
"Tobiume, Minoru",1
"Suzuki, Yoshio",1
"Ariyoshi, Koya",1
"Hasegawa, Hideki",1
"Nakajima, Noriko",1
"Huang, Ru-Ting",1
"Oh, Myung-Jin",1
"Krause, Matthew",1
"Lloyd, Joyce A.",1
"Nigdelioglu, Recep",1
"Hamanaka, Robert B.",1
"Jain, Mukesh K.",1
"Kress, John P.",1
"Mutlu, Gokhan M.",3
"Palumbo, Sunmi",1
"Shin, Yoon-Joo",1
"Ahmad, Kareem",1
"Mohamed, Mohamed",1
"Knox, Adam",1
"Colson, Brett A.",1
"Hecker, Louise",1
"Yu, Yang",1
"Jing, Lihong",1
"Zhang, Xiangyu",1
"Zhao, Dongmei",1
"Li, Xiaoxia",1
"Liu, Baoyan",1
"Brinley, Brittany N.",1
"Wang, Lei",2
"Kang, Qiuxiang",1
"Zhang, Xu",1
"Yu, Guifang",1
"Wan, Xiaojian",1
"Wang, Jiafeng",1
"Zhu, Keming",1
"Fang, Yue",1
"Gao, Fengying",3
"Hao, Jing",2
"Liu, Zhenwei",4
"Frantzeskaki, Frantzeska",1
"Armaganidis, Apostolos",3
"Hagiwara, Teruki",1
"Yoshida, Shigeru",1
"Hidaka, Yuji",1
"Huang, Zhi-Wei",1
"Liu, Ning",1
"Li, Dong",1
"Zhang, Hai-Yan",1
"Wang, Ying",2
"Zhang, Le-Ling",1
"Ju, Xiu-Li",1
"Sharma, Shruti",3
"Hou, Yali",1
"Dasarathy, Sridevi",1
"Qu, Ning",1
"Reddy, Vijay",1
"Lee, Sung Gon",1
"Wang, Xiao-Juan",1
"Hu, Jing-Bo",1
"Xu, Xiao-Ling",1
"Ying, Xiao-Ying",1
"Wang, Zhiwei",2
"Ruan, Yongle",1
"Simonsen, U.",1
"Wandall-Frostholm, C.",1
"Olivan-Viguera, A.",1
"Kohler, R.",1
"Suresh, Karthik",2
"Servinsky, Laura E.",4
"Reyes, Jose",2
"Undem, Clark",2
"Zaldumbide, Joel",1
"Rentsendorj, Otgonchimeg",3
"Modekurty, Sruti",1
"Dodd-o, Jeffrey M.",1
"Scott, Alan L.",2
"Pearse, David B.",4
"Shimoda, Larissa A.",3
"Tsangaris, Iraklis",1
"Tsantes, Argirios",1
"Vrigkou, Eleni",1
"Kopterides, Petros",1
"Pelekanou, Aimilia",1
"Zerva, Katerina",1
"Antonakos, George",1
"Konstantonis, Dimitrios",1
"Mavrou, Irini",1
"Tsaknis, Georgios",1
"Kyriazopoulou, Evdoxia",1
"Mouktaroudi, Maria",1
"Kokori, Styliani",1
"Giamarellos-Bourboulis, Evangelos J.",1
"Wang, Lefeng",3
"Mehta, Sanjay",4
"Brock, Michael",1
"Gill, Sean E.",3
"Wu, Z.",1
"Wang, Z.",1
"Xu, P.",1
"Zhang, M.",1
"Cheng, L.",1
"Gong, B.",1
Xi Xin,1
Liu Yan,1
Zhu Guangfa,1
Huang Yan,1
Li Keng,1
Wu Chunting,1
"Zhan, Jia",0
"Xiao, Fei",0
"Zheng, Fei",0
"Yuan, Qinghong",0
"Chen, Kai",0
"Wang, Yanlin",2
"Zhang, Zongze",0
"Kim, Kyung-mi",3
"Liu, Huiying",1
"Zhang, Zili",1
"Li, Puyuan",1
"Yuan, Xin",1
"Zheng, Jing",1
"Liu, Jinwen",1
"Bai, Changqing",1
"Niu, Wenkai",1
"Elangovan, Venkateswaran Ramamoorthi",4
"Adyshev, Djanybek M.",4
"Gamboni, Fabia",1
"Anderson, Cameron",1
"Sun, Xiangjie",1
"Zeng, Hui",2
"Kumar, Amrita",1
"Belser, Jessica A.",2
"Maines, Taronna R.",1
"Tumpey, Terrence M.",2
"Zhang, Yun-Pei",1
"Pan, Chun-Shui",1
"Yan, Li",1
"Liu, Yu-Ying",1
"Hu, Bai-He",1
"Chang, Xin",1
"Huang, Dan-Dan",1
"Sun, Hao-Yu",1
"Fu, Ge",1
"Sun, Kai",2
"Fan, Jing-Yu",1
"Han, Jingyan",2
"Zhang, Yanlin",1
"Guan, Li",1
"Zhao, Zanmei",1
"Mao, Lijun",1
"Li, Shuqiang",1
"Zhao, Jinyuan",1
"Tian, Xinyong",3
"Citi, Sandra",1
"Huang, Xiaogin",1
"Change, Mengling",1
"Tang, Jiajun",1
"Huang, Jingning",1
"Shigematsu, Misako",1
"Koga, Tomoaki",1
"Ishimori, Ayako",1
"Saeki, Kazuko",1
"Ishii, Yumiko",1
"Taketomi, Yoshitaka",1
"Ohba, Mai",1
"Jo-Watanabe, Airi",1
"Okuno, Toshiaki",1
"Harada, Norihiro",1
"Harayama, Takeshi",1
"Shindou, Hideo",1
"Li, Jian-Dong",1
"Murakami, Makoto",1
"Hoka, Sumio",1
"Yokomizo, Takehiko",1
"Cheng, Yi",1
"Jin, Mu",1
"Dong, Xiuhua",1
"Sun, Lizhong",1
"Wang, Rong",1
"Yang, Yanwei",1
"Lin, Peirong",1
"Hou, Siyu",1
"Ma, Yuehua",1
"Wang, Yuefeng",1
"Pan, Xudong",1
"Lu, Jiakai",1
"Cheng, Weiping",1
"Kono, Mari",1
"Saigo, Katsuyasu",1
"Yamamoto, Shiori",1
"Shirai, Kohei",1
"Iwamoto, Shuta",1
"Uematsu, Tomoko",1
"Takahashi, Takayuki",1
"Imoto, Shion",1
"Hashimoto, Makoto",1
"Minami, Yosuke",1
"Wada, Atsushi",1
"Takenokuchi, Mariko",1
"Kawano, Seiji",1
"Viswanathan, P.",1
"Ephstein, Y.",1
"Cho, Myoung Rae",1
"Wang, Lipeng",2
"Kong, Guiqing",3
"Xu, Haixiao",2
"Hao, Dong",1
"Wang, Tao",1
"Han, Shasha",2
"Han, Chunlei",1
"Sun, Yeying",1
"Zhou, Guoqi",1
"Xia, Jing",1
"Zhong, Xi",1
"Pu, Shenglan",1
"Yang, Jie",2
"Zhao, Yanfeng",1
"Li, Yuehua",3
"Yang, Yong",1
"Zhu, Junjie",1
"Song, Xiao",1
"Jiang, Gening",1
"Ma, Jianbo",1
"Ning, Jiaoling",1
"Wu, Lingzhi",1
"Ma, Daqing",1
"Dinu, Daniela",1
"Chu, Chun",1
"Veith, Alex",1
"Lingappan, Krithika",1
"Couroucli, Xanthi",1
"Jefcoate, Colin R.",1
"Sheibani, Nader",1
"Moorthy, Bhagavatula",1
"Weijers, Ester M.",1
"Amerongen, Geerten P. van Nieuw",3
"Alexander, William B.",1
"Smrcka, Alan V.",1
"Liu, Zhi-feng",1
"Zheng, Dong",1
"Fan, Guo-chang",1
"Peng, Tianqing",1
"Zhu, Xuejiao",1
"Bocharov, Alexander V.",1
"Wu, Tinghuai",5
"Baranova, Irina N.",1
"Sviridov, Denis",1
"Vishnyakova, Tatyana G.",1
"Remaley, Alan T.",1
"Eggerman, Thomas L.",1
"Patterson, Amy P.",1
"Sun, Ting",1
"Zhu, Weiwei",1
"Ma, Mingming",2
"Miyashita, Tomoharu",1
"Ahmed, Ali Karim",1
"Nakanuma, Shinichi",1
"Okamoto, Koichi",1
"Sakai, Seisho",1
"Kinoshita, Jun",1
"Makino, Isamu",1
"Nakamura, Keishi",1
"Hayashi, Hironori",1
"Oyama, Katsunobu",1
"Tajima, Hidehiro",1
"Takamura, Hiroyuki",1
"Ninomiya, Itasu",1
"Fushida, Sachio",1
"Harmon, John W.",1
"Ohta, Tetsuo",1
"Yu, Jinyan",1
"Ma, Zhongsen",1
"Ma, Mengshi",1
"Fu, Jian",1
"Linge, Helena M.",2
"Ochani, Kanta",2
"Lin, Ke",2
"Jiang, Ge",1
"Zhang, Xuchen",2
"Duong, Huetran",3
"Boni, Geraldine",1
"Sekine, Ayumi",2
"Urushibara, Takashi",2
"Kato, Fumiaki",1
"Kinoshita, Taku",1
"Ikari, Jun",1
"Wang, Guanyu",1
"Zhang, Jingwen",3
"Xu, Caiming",2
"Han, Xiao",2
"Gao, Yanyan",2
"Li, Jun-Tang",1
"Wang, Wei-Qi",1
"Wang, Ling",2
"Liu, Ning-Ning",1
"Zhao, Ya-Li",1
"Zhu, Xiao-Shan",1
"Liu, Qin-Qin",1
"Gao, Chun-Fang",1
"Yang, An-Gang",1
"Jia, Lin-Tao",1
"Wu, Ting",1
"Shi, Jia-Xin",1
"Rivera, Stephanie",1
"Millar, Fraser R.",1
"Toshner, Mark R.",1
"White, Hilary A.",1
"Chen, Bernadette",1
"Dou, Yi",1
"Xu, Xiuping",2
"He, Hongli",2
"Liu, Songqiao",2
"Liu, Ling",4
"Cai, Yuqi",1
"Bolte, Craig",1
"Le, Tien",1
"Goda, Chinmayee",1
"Xu, Yan",1
"Cai, Lei",1
"Cho, Jaehyung",2
"Albertine, Kurt H.",1
"Schraufnagel, Dean E.",2
"Ghosh, Chandra C.",1
"Zhang, Ruyang",1
"Berghelli, Anthony",1
"Milam, Katelyn",1
"Higgins, Sarah J.",1
"Hunter, Jon",1
"Mukherjee, Aditi",1
"Wei, Yongyue",1
"Tran, Mei",1
"Suber, Freeman",1
"Kobzik, Lester",1
"Kain, Kevin C.",1
"Lu, Shulin",1
"Santel, Ansgar",1
"Yano, Kiichiro",1
"Guha, Prajna",1
"Christiani, David C.",1
"Parikh, Samir M.",2
"Wang, Yuxi",2
"Li, Jian",1
"Hashimoto, Kohei",1
"Kim, Hyunhee",1
"Oishi, Hisashi",1
"Chen, Manyin",1
"Iskender, Ilker",1
"Sakamoto, Jin",1
"Ohsumi, Akihiro",1
"Guan, Zehong",1
"Hwang, David",1
"Waddell, Thomas K.",1
"Cypel, Marcelo",1
"Keshavjee, Shaf",1
"Yang, Ce",1
"Jiang, Jianxin",1
"Yang, Xuetao",1
"Wang, Haiyan",1
"Du, Juan",1
"Dora, Kim A.",1
"Stanley, Christopher P.",1
"Al Jaaly, Emad",1
"Fiorentino, Francesca",1
"Ascione, Raimondo",1
"Reeves, Barnaby C.",1
"Angelini, Gianni D.",1
"Heffernan, Daithi S.",2
"Rajput, Charu",2
"Farazuddin, Mohammad",2
"Yazbeck, Pascal",2
"Avin, Vijay B. R.",1
"Sharma, Tiffany",2
"Sugiyama, Michael G.",2
"Gamage, Asela",2
"Zyla, Roman",1
"Armstrong, Susan M.",3
"Advani, Suzanne",2
"Advani, Andrew",2
"Wang, Changsen",3
"Lee, Warren L.",3
"Tang, Min",1
"Chen, Lin",1
"Li, Bo",2
"Wang, Yaxin",1
"Li, Shengnan",1
"Wen, Aiqing",1
"Yao, Shanglong",1
"Shang, You",1
"Preira, Pascal",2
"Forel, Jean-Marie",2
"Robert, Philippe",2
"Negre, Paulin",1
"Biarnes-Pelicot, Martine",1
"Xeridat, Francois",1
"Bongrand, Pierre",2
"Papazian, Laurent",2
"Theodoly, Olivier",2
"Ben-Mahdi, Meriem H.",1
"Dang, Pham My-Chan",1
"Gougerot-Pocidalo, Marie-Anne",1
"O'Dowd, Yvonne",1
"El-Benna, Jamel",1
"Pasquier, Catherine",1
"Sun, Chaode",1
"Usatyuk, Peter V.",3
"Guo, Changrun",1
"Buie, Joy N. Jones",1
"Argraves, Kelley",1
"Zingarelli, Basilia",1
"Zhang, Xian",1
"Wang, Liping",1
"Liang, Xingsi",1
"Zhang, Bin",1
"Chen, Quan",1
"Zhang, Jing",1
"Lei, Biao",1
"Wei, Yangchao",1
"Zhai, Run",1
"Liang, Zhiqing",1
"He, Songqing",1
"Tang, Bo",1
"Shao, Min",1
"Tang, Song-Tao",1
"Liu, Bao",1
"Zhu, Hua-Qing",1
"Sukriti, Sukriti",3
"Meyer, James Otto",1
"Ramasamy, Suresh Kumar",1
"Luo, Ruijie",1
"Han, Jibin",3
"Yu, Xiaobo",1
"Lin, Qiang",1
"Qin, Xiong",1
"Ruan, Zheng",1
"Zhou, Jianhua",1
"Lin, Zhifeng",1
"Su, Yijiang",1
"Zheng, Jian",1
"Zhou, Zichao",1
"You, Zhijian",1
"Xu, Xiu-ping",1
"Nickols, Jordan",1
"Ramila, K. C.",1
"Putinta, Kevin",1
"Schilling, Sarah",1
"Sayner, Sarah L.",2
"Baksh, Syeda",1
"Caterina, Michael",1
"Huang, Yiran",1
"Tan, Qindong",1
"Chen, Rui",1
"Cao, Biao",1
"Li, Wenhong",1
"Cabrera-Benitez, Nuria E.",2
"Valladares, Francisco",2
"Garcia-Hernandez, Sonia",1
"Ramos-Nuez, Angela",1
"Martin-Barrasa, Jose L.",2
"Martinez-Saavedra, Maria-Teresa",1
"Rodriguez-Gallego, Carlos",1
"Muros, Mercedes",2
"Flores, Carlos",4
"Slutsky, Arthur S.",1
"Villar, Jesus",2
"Li, Hong-Peng",1
