Author,h-index
"Hu, Xiaolong",1
"Han, Juntao",2
"Chen, Xiu",1
"Zhang, Jianlan",1
"Weng, Fangfang",1
"dos Santos, Claudia C.",3
"Amatullah, Hajera",3
"Vaswani, Chirag M.",1
"Maron-Gutierrez, Tatiana",3
"Kim, Michael",1
"Mei, Shirley H. J.",2
"Szaszi, Katalin",2
"Monteiro, Ana Paula Teixeira",2
"Varkouhi, Amir K.",2
"Herreroz, Raquel",1
"Tsoporis, James N.",2
"Gupta, Sahil",2
"Ektesabi, Amin",1
"Kavantzas, Nikolaos",1
"Salpeas, Vasileios",1
"Marshall, John C.",2
"Marsden, Philip A.",2
"Weiss, Daniel J.",1
"Stewart, Duncan J.",2
"Hu, Pingzhao",2
"Liles, W. Conrad",2
"Gao, Pei",0
"Wu, Beirong",0
"Ding, Ying",0
"Yin, Bingru",0
"Gu, Haoxiang",0
"Gintoni, Iphigenia",1
"Adamopoulou, Maria",1
"Yapijakis, Christos",1
"Mao, Fangli",1
"Wu, Aiping",1
"Sachetto, Ana Teresa Azevedo",1
"Mackman, Nigel",1
"Wang, Lichun",3
"Letsiou, Eleftheria",9
"Meliton, Lucille N.",3
"Brown, Mary E.",3
"Chen, Jiwang",2
"Wang, Yuhui",1
"Pan, Linyan",1
"Xia, Demeng",0
"Liu, Anwei",0
"Li, Lei",1
"Zhou, Panyu",0
"Xu, Shuogui",0
"Xu, Jiaxin",1
"Xu, Dan",2
"Yu, Zhizhong",1
"Fu, Zhaohui",1
"Lv, Zheng",1
"Meng, Lei",1
"Zhao, Xin",2
"Yang, Wenjun",2
"Zhang, Yang",2
"Lu, Dahao",2
"Huang, Tianfeng",2
"Yan, Keshi",2
"Wang, Weiwei",1
"Gao, Ju",2
"Zhang, Qinqin",0
"Wang, Zhilan",0
"Zhu, Jinfei",0
"Peng, Zhili",0
"Tang, Cheng",0
"Zhong, Peng",1
"Zhou, Miao",1
"Zhang, Jingjing",1
"Peng, Jianye",1
"Zeng, Gaofeng",1
"Huang, He",1
"Wu, Lan",1
"Cheng, Yan",2
"Peng, Shunxiang",1
"Zhang, Wensheng",1
"Zhang, Chaoxiong",1
"Xu, Meng-meng",1
"Fan, Chen",1
"Feng, Chun-lan",1
"Lu, Qiu-kai",1
"Lu, Hui-min",1
"Xiang, Cai-gui",1
"Bai, Fang",1
"Wang, Hao-yu",1
"Wu, Yan-wei",1
"Tang, Wei",1
Geng Ping,0
"Ling, Bingyu",1
Zhang Hong-liang,0
Xiong Jia-li,0
Wang Ying,0
Yu Fen,0
"Tan, Dingyu",1
Xu Ji-yang,0
Wang Hui-hui,0
"Hu, Ji",1
"Chen, Ru",1
"An, Jie",1
"Wang, Yilong",1
"Liang, Minglu",1
"Maehara, Toko",1
"Fujimori, Ko",1
"Takahashi, Yukiko",1
"Kawasaki, Takeshi",4
"Sato, Hironori",1
"Hasegawa, Yoshinori",2
"Ohara, Osamu",1
"Tatsumi, Koichiro",5
"Suzuki, Takuji",2
"Zhang, Jingli",1
"Liu, Lixia",1
"Duan, Xufeng",1
"Yang, Yingbo",1
"Yang, Aping",1
"Zhao, Yan",4
"Fan, Fengjuan",1
"Niu, Leilei",1
"Hao, Nan",1
"Esquivel-Ruiz, Sergio",1
"Lorente, Jose Angel",3
"Perez-Vizcaino, Francisco",2
"Moreno, Laura",2
"Edwards, Christopher",0
"Yuan, Yifan",1
"Leiby, Katherine L.",1
"Greaney, Allison M.",1
"Raredon, Micha Sam Brickman",1
"Qian, Hong",1
"Schupp, Jonas C.",1
"Engler, Alexander J.",1
"Baevova, Pavlina",1
"Adams, Taylor S.",1
"Kural, Mehmet H.",1
"Wang, Juan",2
"Obata, Tomohiro",1
"Yoder, Mervin C.",1
"Kaminski, Naftali",1
"Niklason, Laura E.",1
"Hu, Mu",1
"Yang, Jielai",1
"Xu, Yang",1
"Peng, Min",0
"Yan, Qing-He",0
"Gao, Ying",0
"Zhang, Zhen",0
"Zhang, Ying",2
"Wang, Yi-Feng",0
"Wu, He-Ning",0
"Beyer, Andreas M.",1
"Toro, Laura E. Norwood",1
"Hughes, William E.",1
"Young, Micaela",1
"Clough, Anne, V",1
"Gao, Feng",1
"Medhora, Meetha",2
"Audi, Said H.",3
"Jacobs, Elizabeth R.",3
"Gerard, Ludovic",1
"Lecocq, Marylene",1
"Bouzin, Caroline",1
"Hoton, Delphine",1
"Schmit, Gregory",1
"Pereira, Joao Pinto",1
"Montiel, Virginie",1
"Plante-Bordeneuve, Thomas",1
"Laterre, Pierre-Francois",1
"Pilette, Charles",1
"Tsai, Hsiao-Ya",1
"Hsu, Yu-Juei",1
"Lu, Cheng-Yo",1
"Tsai, Min-Chien",2
"Hung, Wan-Chu",1
"Chen, Po-Chuan",1
"Wang, Jen-Chun",1
"Hsu, Lung-An",1
"Yeh, Yung-Hsin",1
"Chu, Pauling",1
"Tsai, Shih-Hung",1
"Liu, Jing",2
"Dean, David A.",2
"Zhao, Meng-jiao",1
"Jiang, Hao-ran",1
"Sun, Jing-wen",1
"Wang, Zi-ang",1
"Hu, Bo",2
"Zhu, Cheng-rui",1
"Yin, Xiao-han",1
"Ma, Xiao-chun",1
"Zhao, Wei-dong",1
"Luan, Zhenggang",2
"Huang, Li-Li",1
"Xie, Jian-Feng",1
"Yang, Cong-Shan",1
"Bayat, Behnaz",4
"Nielsen, Kaspar Rene",1
"Bein, Gregor",2
"Traum, Annalena",1
"Burg-Roderfeld, Monika",1
"Sachs, Ulrich J. H.",5
"Kong, Xiaoxia",1
"Lin, Daopeng",1
"Lu, Liling",1
"Lin, Lidan",1
"Zhang, Hongyu",1
"Zhang, Hailin",1
"Li, Yingying",1
"Feng, Yingjun",1
"Ye, Xiaoyun",1
"Peng, Hanlin",1
"Du, Jiantong",1
"Yao, Xiaoli",1
"Huang, Yaqian",1
"Jin, Hongfang",1
"Du, Junbao",1
"Chen, Dan-Qian",1
"Shen, Mei-Jia",1
"Tang, A-Ling",1
"Li, Shan",1
"Xiong, Meng-Chen",1
"Guo, Yan",2
"Zhang, Guo-Qiang",1
"Li, Junxia",1
"Xia, Yiming",1
"Huang, Zhizhong",1
"Xiong, Renping",1
"Li, Xiaoxu",1
"Huang, Qingyuan",1
"Shan, Fabo",1
"Qiao, Qi",1
"Liu, Xiong",1
"Yang, Ting",1
"Cui, Kexin",1
"Kong, Li",1
"Yang, Conglian",1
"Zhang, Zhiping",1
"Saren, Gaowa",1
"Wong, Aaron",1
"Lu, Yun-Bi",1
"Baciu, Cristina",1
"Zhou, Wenyong",1
"Zamel, Ricardo",1
"Soltanieh, Sahar",1
"Sugihara, Junichi",1
"Liu, Mingyao",4
"Sriram, Krishna",1
"Insel, Michael B.",1
"Insel, Paul A.",1
"Albini, Adriana",1
"Calabrone, Luana",1
"Carlini, Valentina",1
"Benedetto, Nadia",1
"Lombardo, Michele",1
"Bruno, Antonino",1
"Noonan, Douglas M.",1
"Tirunavalli, Satya Krishna",1
"Gourishetti, Karthik",1
"Kotipalli, Rama Satya Sri",1
"Kuncha, Madusudhana",1
"Kathirvel, Muralidharan",1
"Kaur, Rajwinder",1
"Jerald, Mahesh Kumar",1
"Sistla, Ramakrishna",1
"Andugulapati, Sai Balaji",1
"Lai, Yan",1
"Huang, Yongbo",2
"Colamonici, Marco A.",1
"Ding, Ru",1
"Sun, Xiaobo",1
"Yi, Bing",1
"Liu, Wennan",1
"Kazama, Kyosuke",1
"Xu, Xinyun",1
"Deshpande, Deepak A.",1
"Liang, Chun",1
"Sun, Jianxin",2
"Gorbunova, Elena E.",1
"Mackow, Erich R.",1
"Ji, Wangquan",1
"Hu, Qiang",1
"Zhang, Mengdi",1
"Zhang, Chuwen",1
"Chen, Chen",1
"Yan, Yujie",1
"Zhang, Xue",2
"Chen, Shuaiyin",1
"Tao, Ling",1
"Zhang, Weiguo",1
"Jin, Yuefei",1
"Duan, Guangcai",1
"Xu, Caixia",2
"Namba, Takahiro",1
"Tsuge, Mitsuru",2
"Yashiro, Masato",2
"Saito, Yukie",2
"Liu, Keyue",1
"Nishibori, Masahiro",1
"Morishima, Tsuneo",2
"Tsukahara, Hirokazu",2
"Ren, Yi",1
"Li, Liang",1
"Wang, Meng-Meng",1
"Cao, Li-Ping",1
"Sun, Zhao-Rui",1
"Yang, Zhi-Zhou",1
"Zhang, Wei",3
"Zhang, Peng",3
"Nie, Shi-Nan",1
"Wang, Li",3
"Tang, Xingming",1
"Li, Shuping",1
"Liu, Shinan",1
"Gao, Shuai",1
"Yang, Zhaoyu",1
"Gong, Xiaolei",1
"Zhu, Limin",1
"Liu, Jinlong",1
"Li, Chunxiang",1
"Xu, Zhuoming",1
"Liu, Jinfen",1
"Zhang, Haibo",2
"Biancatelli, Ruben M. L. Colunga",1
"Solopov, Pavel A.",2
"Sharlow, Elizabeth R.",1
"Lazo, John S.",1
"Marik, Paul E.",1
"Catravas, John D.",8
"Luo, Shu",1
"Ding, Xuefeng",1
"Zhao, Shiqiao",1
"Mou, Tianyi",1
"Li, Ruixiu",1
"Cao, Xiaoping",1
"Szturmowicz, Monika",1
"Demkow, Urszula",1
"Trittmann, Jennifer K.",2
"Jin, Yi",2
"Liu, Yusen",2
"Nelin, Leif D.",2
"Yegambaram, Mannivannan",1
"Lu, Qing",10
"Dai, Yuan",1
"Liu, Jiali",1
"Zhang, Xiaojin",2
"Min, Xinxu",1
"Wu, Jun",3
"Du, Shuya",1
"Li, Tingting",2
"Liu, Li",2
"Ding, Zhengnian",2
"Antunes, Mariana A.",1
"Oliveira, Milena, V",1
"Hemerly, Matheus R.",1
"Santos, Patrine S.",1
"Li, Guang",2
"Wang, Bo",1
"Ding, Xiangchao",1
"Zhang, Xinghua",1
"Tang, Jian",2
"Lin, Huiqing",1
"Dubrovskyi, Oleksii",1
"Hasten, Erica",1
"Flavin, Michael T.",1
"Chan, Leo Li-Ying",1
"Feng, Jun",0
"Liu, Lina",0
"He, Yang",0
"Zhou, Daixing",0
"Wang, Junshuai",0
"Akhter, Md Zahid",1
"Joshi, Jagdish Chandra",2
"Balaji Ragunathrao, Vijay Avin",1
"Maienschein-Cline, Mark",1
"Proia, Richard L.",1
"Malik, Asrar B.",11
"Mehta, Dolly",9
"Wang, Xin-Yang",2
"Li, Xin-Yu",2
"Wu, Cheng-Hua",1
"Hao, Yu",3
"Fu, Pan-Han",1
"Mei, Hong-Xia",1
"Chen, Fang",1
"Gong, Yuqiang",3
"Jin, Sheng-Wei",2
"Li, Hui",2
"Caccuri, Francesca",1
"Bugatti, Antonella",1
"Zani, Alberto",1
"De Palma, Antonella",1
"Di Silvestre, Dario",1
"Manocha, Ekta",1
"Filippini, Federica",1
"Messali, Serena",1
"Chiodelli, Paola",1
"Campisi, Giovanni",1
"Fiorentini, Simona",1
"Facchetti, Fabio",1
"Mauri, Pierluigi",1
"Caruso, Arnaldo",1
"Htwe, Yu Maw",2
"Silva, Johnatas Dutra",1
"Su, Yue",1
"Calfee, Carolyn S.",1
"Delucchi, Kevin L.",1
"Weiss, Daniel",1
"McAuley, Danny F.",2
"O'Kane, Cecilia M.",3
"Krasnodembskaya, Anna D.",1
"Sims, Amy C.",1
"Mitchell, Hugh D.",1
"Gralinski, Lisa E.",1
"Kyle, Jennifer E.",1
"Burnum-Johnson, Kristin E.",1
"Lam, Mariam",1
"Fulcher, M. Leslie",1
"West, Ande",1
"Smith, Richard D.",1
"Randell, Scott H.",1
"Metz, Thomas O.",1
"Sheahan, Timothy P.",1
"Waters, Katrina M.",1
"Baric, Ralph S.",1
"Zacharis, Alexandros",1
"Jahaj, Edison",1
"Pratikaki, Maria",1
"Gallos, Parisis",1
"Smadja, David M.",1
"Mentzer, Steven J.",1
"Fontenay, Michaela",1
"Laffan, Mike A.",1
"Helms, Julie",1
"Chocron, Richard",1
"Pier, Gerald B.",1
"Gendron, Nicolas",1
"Pons, Stephanie",1
"Diehl, Jean-Luc",1
"Margadant, Coert",2
"Guerin, Coralie",1
"Huijbers, Elisabeth J. M.",1
"Philippe, Aurelien",1
"Chapuis, Nicolas",1
"Nowak-Sliwinska, Patrycja",1
"Karagiannidis, Christian",1
"Sanchez, Olivier",2
"Kuempers, Philipp",1
"Skurnik, David",1
"Randi, Anna M.",1
"Griffioen, Arjan W.",1
"Mertes, Paul-Michel",1
"Collange, Olivier",1
"Coliat, Pierre",1
"Banerjee, Mainak",1
"Diringer, Marie-Charlotte",1
"Roche, Anne",1
"Delabranche, Xavier",1
"Chaban, Vitaliy",1
"Voegelin, Manon",1
"Bernard, Alexandre",1
"Sartori, Valerie",1
"Laurent, Nina",1
"Velten, Michel",1
"Dhindsa, Navreet",1
"Defuria, Jason",1
"Kim, Gwangseong",1
"Xu, Zhenghong Hannah",1
"Theodorou, Marina",1
"Huang, Zhaohua Richard",1
"Khalifa, Kaniz",1
"Geng, Bolin",1
"Niyikiza, Clet",1
"Moyo, Victor",1
"Gizzi, Patrick",1
"Villa, Pascal",1
"Detappe, Alexandre",1
"Pivot, Xavier",1
"Wang, Gang",1
"Xue, Lei",1
"Wu, Yunfei",1
"Yang, Qiang",1
"Liu, Degang",1
"Yu, Changhui",1
"Peng, Jiangzhou",1
"Colunga Biancatelli, Ruben M. L.",1
"Gregory, Betsy",2
"Li, Wei",2
"Long, Lu",1
"Yang, Xudong",1
"Tong, Zhen",1
"Southwood, Mark",1
"King, Ross",1
"Caruso, Paola",1
"Upton, Paul D.",1
"Yang, Peiran",1
"Bocobo, Geoffrey A.",1
"Nikolic, Ivana",1
"Higuera, Angelica",1
"Salmon, Richard M.",1
"Jiang, He",1
"Lodge, Katharine M.",1
"Hoenderdos, Kim",1
"Baron, Rebecca M.",1
"Yu, Paul B.",1
"Condliffe, Alison M.",1
"Summers, Charlotte",3
"Nourshargh, Sussan",1
"Chilvers, Edwin R.",2
"Morrell, Nicholas W.",1
"Su, Vincent Yi-Fong",2
"Chiou, Shih-Hwa",2
"Chen, Wei-Chih",1
"Yu, Wen-Kuang",1
"Wu, Huai-Hsuan",1
"Chen, Hao",1
"Yang, Kuang-Yao",2
"Surolia, Ranu",1
"Li, Fu Jun",1
"Wang, Zheng",1
"Kashyap, Mahendra",1
"Srivastava, Ritesh Kumar",1
"Traylor, Amie M.",1
"Singh, Pooja",1
"Dsouza, Kevin G.",1
"Kim, Harrison",1
"Pittet, Jean-Francois",1
"Zmijewski, Jaroslaw W.",2
"Agarwal, Anupam",1
"Athar, Mohammad",1
"Ahmad, Aftab",1
"Antony, Veena B.",1
"Zhang, Xiao-Xin",0
"Wang, Hao-Yang",0
"Yang, Xue-Fei",0
"Lin, Ziqi",1
"Shi, Na",0
"Chen, Chan-Juan",0
"Yao, Lin-Bo",0
"Yang, Xin-Min",0
"Guo, Jia",0
"Xia, Qing",1
"Xue, Ping",1
"Salimi, Umar",1
"Menden, Heather L.",2
"Mabry, Sherry M.",2
"Xia, Sheng",2
"Sampath, Venkatesh",2
"Zhou, Qun",1
"Jiang, Jianjun",2
"Chen, Guanjun",1
"Qian, Cheng",1
"Ding, Jie",1
"Gao, Lulu",1
"Yang, Zhuocheng",1
"Liu, Yakun",1
"Garron, Tania M.",1
"Chang, Qing",1
"Su, Zhengchen",1
"Zhou, Changcheng",1
"Qiu, Yuan",1
"Gong, Eric C.",1
"Zheng, Junying",1
"Yin, Y. Whitney",1
"Ksiazek, Thomas",1
"Brasel, Trevor",1
"Jin, Yang",2
"Boor, Paul",1
"Comer, Jason E.",1
"Gong, Bin",1
"Quijada, Hector",6
"Bermudez, Tadeo",1
"Valera, Daniel G.",1
"Garcia, Alexander N.",3
"Song, Jin H.",1
"Franco, Evelyn",1
"Burt, Jessica K.",1
"Sun, Belinda",1
"Mascarenhas, Joseph B.",2
"Burns, Kimberlie",1
"Gaber, Amir",1
"Oita, Radu C.",2
"Hernon, Vivian Reyes",1
"Barber, Christy",1
"Moreno-Vinasco, Liliana",6
"Martin, Diego",1
"Liu, Zhonglin",1
"Desai, Ankit A.",7
"Jiang, Lingzhi",1
"Wang, Mingshan",1
"Sun, Renhua",1
"Lin, Zongbin",1
"Liu, Renyang",1
"Cai, Hanhui",1
"Tang, Zhiyun",1
"Zhang, Run",1
"Jiang, Lulu",1
"Hui, Zhao",1
"Jie, Huang",1
"Fan, Guo-Hua",1
"Cha, Boyoung",1
"Kaibuchi, Kozo",1
"Yoshimura, Akihiko",1
"Mitra, Sumegha",3
"Wang, Dong",3
"Dai, Chenyang",1
"Zhang, Xiaoning",2
"Gu, Changping",3
"Liu, Mengjie",2
"Liu, Huan",1
"Yang, Fan",2
"Wu, Haifeng",1
"Wang, Yuelan",3
"Amado-Azevedo, Joana",1
"Valent, Erik T.",1
"Nawaz, Kalim",1
"van Bezu, Jan",2
"Eringa, Etto C.",1
"Hoevenaars, Femke P. M.",1
"De Cuyper, Iris M.",1
"Hordijk, Peter L.",1
"van Hinsbergh, Victor W. M.",3
"van Nieuw Amerongen, Geerten P.",1
"Aman, Jurjan",3
"Feng, Zunyong",1
"Zhou, Jing",1
"Liu, Yinhua",1
"Xia, Ruixue",1
"Li, Qiang",3
"Yan, Liang",1
"Chen, Qun",1
"Chen, Xiaobing",1
"Jiang, Yuxin",1
"Chao, Gao",1
"Wang, Ming",1
"Zhou, Guoren",1
"Zhang, Yijie",2
"Wang, Yongsheng",1
"Xia, Hongping",1
"Cen, Mengyuan",1
"Ouyang, Wei",1
"Zhang, Wanying",1
"Yang, Liping",1
"Lin, Xiuhui",1
"Dai, Min",1
"Hu, Huiqun",1
"Tang, Huifang",2
"Liu, Hongyun",1
"Xia, Jingyan",1
"Xu, Feng",1
"Huang, Zuoting",1
"Tian, Shijing",1
"Yuan, Jianghan",1
"Xu, Jing-Yuan",1
"Chang, Wei",2
"Sun, Qin",1
"Peng, Fei",2
"Sun, Xutong",5
"Yegambaram, Manivannan",3
"Souza, Tacio N.",1
"Santos, Flavio M.",1
"Alves, Polyane R.",1
"Ferro, Jamylle N.",1
"Correia, Ana Carolina C.",1
"Melo, Tarcisio S.",1
"Soares, Wagner R.",1
"Andrade, Bruno S.",1
"Lagente, Vincent",1
"Barreto, Emiliano",1
"Kadry, Rana W.",1
"Adil, Mir S.",1
"Newsome, Andrea Sikora",1
"Somanath, Payaningal R.",2
"McVey, Mark J.",1
"Steinberg, Benjamin E.",1
"Goldenberg, Neil M.",1
"Yokota, Shumpei",1
"Miyamae, Takako",1
"Kuroiwa, Yoshiyuki",1
"Nishioka, Kusuki",1
"Wong, Leanne",1
"Ottolia, Michela",1
"Fujimoto, Shota",1
"Fujita, Yu",1
"Kadota, Tsukasa",1
"Araya, Jun",1
"Kuwano, Kazuyoshi",1
"Feng, Jianguo",1
"Pan, Wei",1
"Yang, Xiaoli",1
"Long, Feiyu",1
"Zhou, Jun",1
"Liao, Yi",1
"Wang, Maohua",1
"Yang, Chun-Li",1
"Yang, Wen-Kai",1
"He, Zhao-Hui",1
"Guo, Jing-Hua",1
"Yang, Xiao-Gang",1
"Li, Hong-Bo",1
"Qiu, Xiaochen",1
"Liang, Xiaobo",1
"Li, Hengyu",1
"Sun, Rongju",1
"Chen, Yin",1
"Wei, Dong",1
"Zhao, Jin",1
"Xu, Xiangnan",1
"Chen, Jingyu",1
"Liu, Yaling",2
"Wang, Xiaodong",2
"Li, Peiying",2
"Zhao, Yanhua",2
"Yang, Liqun",2
"Yu, Weifeng",2
"Xie, Hong",2
"Jiang, Lijing",1
"Ni, Jindi",1
"Shen, Guofeng",1
"Xia, Zhuye",1
"Zhang, Lu",1
"Xia, Shihong",1
"Pan, Shengfu",1
"Qu, Hongping",2
"Li, Xiang",2
"Shan, Yuexin",1
"He, Xiaolin",1
"Yin, Jun",4
"Batah, Sabrina Setembre",1
"Fabro, Alexandre Todorovic",2
"Iruela-Arispe, M. Luisa",1
"Gao, Min",1
"Yu, Tianyi",1
"Liu, Dan",2
"Shi, Yan",1
"Yang, Peilang",1
"Zhang, Jie",1
"Wang, Jizhuang",1
"Liu, Yan",1
"Zhang, Xiong",1
"Li, Pengyi",1
"Gu, Lianbing",1
"Bian, Qingming",1
"Jiao, Dian",1
"Xu, Zeping",1
"Wang, Lijun",1
"Lin, Jie",1
"Lin, Zongze",1
"Lin, Liqun",1
"Liu, Xiaobin",1
"Lv, Meng",1
"Liu, Ge",1
"Garcia-Flores, Alejandro",1
"Song, Shanshan",1
"Kangath, Archana",4
"Cabanillas, Gabriela Zubiate",1
"Fineman, Jeffrey R.",2
"Morris, Gerwyn",1
"Bortolasci, Chiara C.",1
"Puri, Basant K.",1
"Olive, Lisa",1
"Marx, Wolfgang",1
"O'Neil, Adrienne",1
"Athan, Eugene",1
"Carvalho, Andre",1
"Maes, Michael",1
"Walder, Ken",1
"Berk, Michael",1
"Sun, Juan",1
"Thompson, Alessandra F.",1
"Moraes, Lillian",3
"Abreu, Soraia C.",1
"Santos, Cintia Lourenco",2
"de Abreu, Marcelo Gama",4
"Saddy, Felipe",2
"Tong, Yao",1
"Bao, Chengrong",1
"Xu, Yi-Qiong",1
"Tao, Lei",1
"Zhou, Yao",1
"Zhuang, Lei",1
"Meng, Ying",1
"Xue, Jingjing",1
"Wang, Weijun",1
"Zhang, Lele",1
"Pan, Qingbo",1
"Shao, Zhenzhen",1
"Hu, Tianran",1
"Guo, Qian",1
"Xue, Qingsheng",1
"Lu, Han",1
"Luo, Yan",1
"Tu, Qing",1
"Zhu, Yabing",1
"Guo, Long",2
"Liu, Lu",1
"Yao, Liangfang",1
"Zou, Yun",4
"Chen, Feng",3
"Zhang, Liya",0
"Zhu, Zhengyu",0
"Zhang, Qian",0
"Mao, Zhengdao",0
"Zhong, Lizhe",1
"Gao, Xiurong",1
"Chen, Yongli",1
"Yu, Zhaoxiang",1
"Jin, Shuo",1
"Zhu, Chunlei",1
"Mizuta, Yukie",1
"Akahoshi, Tomohiko",1
"Guo, Jie",1
"Zhang, Shuo",1
"Narahara, Sayoko",1
"Kawano, Takahito",1
"Murata, Masaharu",1
"Tokuda, Kentaro",1
"Eto, Masatoshi",1
"Hashizume, Makoto",1
"Yamaura, Ken",1
"Yadav, Pooja",1
"Vats, Ravina",1
"Bano, Afsareen",1
"Bhardwaj, Rashmi",1
"Gomes Santaterra, Vanessa Araujo",1
"Luz Fiusa, Maiara Marx",1
"Hounkpe, Bidossessi Wilfried",1
"Chenou, Francine",1
"Tonasse, Wouitchekpo Vincent",1
"Gomes da Costa, Loredana Nilkenes",1
"Garcia-Weber, Diego",1
"Domingos, Igor de Farias",1
"Araujo, Aderson da Silva",1
"Lucena-Araujo, Antonio Roberto",1
"Cavalcante Bezerra, Marcos Andre",1
"Nunes dos Santos, Magnun Nueldo",1
"Costa, Fernando Ferreira",1
"Millan, Jaime",1
"Wang, Tiantian",1
"Liu, Chunxia",1
"Pan, Ling-hui",1
"Liu, Zhen",1
"Li, Chang-long",1
"Lin, Jin-yuan",1
"He, Yi",1
"Xiao, Jing-yuan",1
"Wu, Siyi",1
"Qin, Yi",2
"Li, Zhao",1
"Lin, Fei",1
"Fang, Zhuoqun",1
"Zhang, Dongliang",1
"Yao, Li",1
"Wu, Gaofeng",1
"Zhang, Zhi",1
"Deng, Xudong",1
"Lin, Tong",1
"Luo, Wenwei",1
"Li, Ziqing",1
"Zhang, Lili",1
"Zheng, Xinghan",1
"Mai, Liting",1
"Yang, Wanqi",1
"Guan, Guimei",1
"Su, Ziren",1
"Liu, Peiqing",1
"Li, Zhuoming",1
"Xie, Youliang",1
"Wang, Shuaiwei",1
"Sun, Yafang",1
"Bai, Yu",1
"Zhou, Nannan",1
"Chen, Na",1
"Miller, Edmund J.",3
"Cao, Yumeng",1
"Chen, Xia",1
"Liu, Yuqi",1
"Zhang, Xingyi",1
"Pan, Xiaojun",1
"Xu, Shunyao",1
"Zhou, Zhen",1
"Wang, Fen",1
"Mao, Lingjie",1
"Li, Hao",2
"Wu, Caixia",1
"Wang, Junfeng",1
"Huang, Yueyue",1
"Li, Dequan",1
"Wang, Cong",1
"Pan, Jingye",2
"Niu, Fangfang",1
"Li, Huafei",1
"Xu, Xiaotao",1
"Sun, Lingling",1
"Gan, Ning",1
"Wang, Aizhong",1
"Yang, Liu",1
"Liu, Sijie",1
"Han, Silu",1
"Hu, Yuhan",1
"Wu, Zhipeng",1
"Shi, Xiaoqian",1
"Pang, Baosen",1
"Ma, Yingmin",1
"Jin, Jiawei",1
"Cleary, Simon J.",1
"Kwaan, Nicholas",1
"Tian, Jennifer J.",1
"Calabrese, Daniel R.",1
"Mallavia, Benat",1
"Magnen, Melia",1
"Greenland, John R.",1
"Urisman, Anatoly",1
"Singer, Jonathan P.",1
"Hays, Steven R.",1
"Kukreja, Jasleen",1
"Hay, Ariel M.",1
"Howie, Heather L.",1
"Toy, Pearl",1
"Lowell, Clifford A.",1
"Morrell, Craig N.",1
"Zimring, James C.",1
"Looney, Mark R.",1
"Conde, Jonas Nascimento",1
"Schutt, William R.",1
"Wen, Xiaoting",2
"Deng, Xinyu",3
"Lee, Lisa K.",1
"Medzikovic, Lejla",1
"Eghbali, Mansoureh",1
"Eltzschig, Holger K.",2
"Yuan, Xiaoyi",1
"Wang, Zhengke",1
"White, Alexis",1
"Wang, Xing",1
"Ko, Junsuk",2
"Choudhary, Gaurav",2
"Lange, Thilo",2
"Rounds, Sharon",6
"Zeeuw van der Laan, Eveline A. N.",1
"van der Velden, Saskia",1
"Porcelijn, Leendert",1
"Semple, John W.",1
"van der Schoot, C. Ellen",1
"Zhao, Gan",1
"Weiner, Aaron, I",1
"Neupauer, Katherine M.",1
"Costa, Maria Fernanda de Mello",1
"Palashikar, Gargi",1
"Adams-Tzivelekidis, Stephanie",1
"Mangalmurti, Nilam S.",3
"Vaughan, Andrew E.",1
"Zhou, Jie",1
"Lian, Huibin",1
"Zhao, Tianlan",1
"Xu, Gang",1
"Li, Jinze",3
"Xu, Xiu-Ping",1
"Mao, Pu",1
"Li, Yi-min",1
"Pan, Chun",2
"Fei, Liming",2
"You, Qinghai",2
"Yu, Yingqing",1
"Sun, Hongzhi",1
"Zhu, Lei",2
"Ji, Lianfeng",1
"Liu, Haibo",1
"Zhou, Gengbiao",2
"Chen, Zhenfeng",1
"Li, Jieyu",1
"Guo, Xiaotong",1
"Qin, Kaiwen",1
"Luo, Jiaqi",1
"Hu, Jiaqing",1
"Huang, Qiaobing",2
"Su, Lei",3
"Guo, Xiaohua",2
"Xu, Qiulin",2
"Chen, Huibin",1
"Hu, Xuemei",1
"Li, Ruiting",1
"Liu, Boyi",1
"Zheng, Xiang",1
"Fang, Zhicheng",1
"Chen, Wei",3
"Min, Li",1
"Hu, Shengli",1
"Hojyo, Shintaro",1
"Uchida, Mona",1
"Tanaka, Kumiko",1
"Hasebe, Rie",1
"Tanaka, Yuki",1
"Murakami, Masaaki",1
"Hirano, Toshio",1
"Friedrich, Emily",1
"Hong, Zhigang",2
"Li, Yijun",1
"Wang, Shun",1
"Liu, Jinbo",1
"Li, Xingyu",1
"Lu, Meng",1
"Wang, Xiaokai",1
"Ren, Yansong",1
"Li, Xiaoming",1
"Xiang, Meng",1
"Mole, Sarah",1
"Harry, Anya",1
"Fowler, Andy",1
"Hotee, Sarah",1
"Warburton, Joseph",1
"Waite, Sarah",1
"Beerahee, Misba",1
"Behm, David J.",1
"Badorrek, Philipp",1
"Mueller, Meike",1
"Faulenbach, Cornelia",1
"Lazaar, Aili L.",1
"Hohlfeld, Jens M.",1
"Yamaoka-Tojo, Minako",1
"Kovacs, Laszlo",1
"Cherian-Shaw, Mary",2
"Patel, Vijay",2
"Meadows, Mary L.",1
"Benatti, Maira Nilson",1
"Miranda, Carlos Henrique",1
"Ma, Yonggang",1
"Zabell, Taylor",1
"Creasy, Alexandra",1
"Yang, Xiaoyuan",1
"Chatterjee, Victor",1
